code,label
1-275.5,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Diagnostische Katheteruntersuchung an Herz und Kreislauf: Transarterielle Linksherz-Katheteruntersuchung: Koronarangiographie von Bypassgefäßen
1-275.6,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Diagnostische Katheteruntersuchung an Herz und Kreislauf: Transarterielle Linksherz-Katheteruntersuchung: Ventrikulographie mit Druckmessung im linken Ventrikel und Aortenbogendarstellung
1-275.x,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Diagnostische Katheteruntersuchung an Herz und Kreislauf: Transarterielle Linksherz-Katheteruntersuchung: Sonstige
1-275.y,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Diagnostische Katheteruntersuchung an Herz und Kreislauf: Transarterielle Linksherz-Katheteruntersuchung: Nicht näher bezeichnet
1-276,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Diagnostische Katheteruntersuchung an Herz und Kreislauf: Angiokardiographie als selbständige Maßnahme
1-276.0,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Diagnostische Katheteruntersuchung an Herz und Kreislauf: Angiokardiographie als selbständige Maßnahme: Pulmonalisangiographie
1-276.1,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Diagnostische Katheteruntersuchung an Herz und Kreislauf: Angiokardiographie als selbständige Maßnahme: Aortographie
1-276.2,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Diagnostische Katheteruntersuchung an Herz und Kreislauf: Angiokardiographie als selbständige Maßnahme: Ventrikulographie
1-276.20,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Diagnostische Katheteruntersuchung an Herz und Kreislauf: Angiokardiographie als selbständige Maßnahme: Ventrikulographie: Rechter Ventrikel
1-276.21,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Diagnostische Katheteruntersuchung an Herz und Kreislauf: Angiokardiographie als selbständige Maßnahme: Ventrikulographie: Linker Ventrikel
1-276.22,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Diagnostische Katheteruntersuchung an Herz und Kreislauf: Angiokardiographie als selbständige Maßnahme: Ventrikulographie: Rechter und linker Ventrikel
1-276.x,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Diagnostische Katheteruntersuchung an Herz und Kreislauf: Angiokardiographie als selbständige Maßnahme: Sonstige
1-276.y,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Diagnostische Katheteruntersuchung an Herz und Kreislauf: Angiokardiographie als selbständige Maßnahme: Nicht näher bezeichnet
1-277,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Diagnostische Katheteruntersuchung an Herz und Kreislauf: Herzkatheteruntersuchung bei funktionell/morphologisch univentrikulärem Herzen
1-277.0,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Diagnostische Katheteruntersuchung an Herz und Kreislauf: Herzkatheteruntersuchung bei funktionell/morphologisch univentrikulärem Herzen: Ohne Duktusabhängigkeit
1-277.1,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Diagnostische Katheteruntersuchung an Herz und Kreislauf: Herzkatheteruntersuchung bei funktionell/morphologisch univentrikulärem Herzen: Mit duktusabhängigem Blutfluss im Lungenkreislauf
1-277.2,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Diagnostische Katheteruntersuchung an Herz und Kreislauf: Herzkatheteruntersuchung bei funktionell/morphologisch univentrikulärem Herzen: Mit duktusabhängigem Blutfluss im Körperkreislauf
1-277.x,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Diagnostische Katheteruntersuchung an Herz und Kreislauf: Herzkatheteruntersuchung bei funktionell/morphologisch univentrikulärem Herzen: Sonstige
1-277.y,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Diagnostische Katheteruntersuchung an Herz und Kreislauf: Herzkatheteruntersuchung bei funktionell/morphologisch univentrikulärem Herzen: Nicht näher bezeichnet
1-279,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Diagnostische Katheteruntersuchung an Herz und Kreislauf: Andere diagnostische Katheteruntersuchung an Herz und Gefäßen
1-279.0,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Diagnostische Katheteruntersuchung an Herz und Kreislauf: Andere diagnostische Katheteruntersuchung an Herz und Gefäßen: Bestimmung des Herzvolumens und der Austreibungsfraktion
1-279.1,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Diagnostische Katheteruntersuchung an Herz und Kreislauf: Andere diagnostische Katheteruntersuchung an Herz und Gefäßen: Quantitative regionale Funktionsanalyse
1-279.2,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Diagnostische Katheteruntersuchung an Herz und Kreislauf: Andere diagnostische Katheteruntersuchung an Herz und Gefäßen: Densitometrie des Ventrikels
1-279.3,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Diagnostische Katheteruntersuchung an Herz und Kreislauf: Andere diagnostische Katheteruntersuchung an Herz und Gefäßen: Densitometrie des Myokardes
1-279.4,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Diagnostische Katheteruntersuchung an Herz und Kreislauf: Andere diagnostische Katheteruntersuchung an Herz und Gefäßen: Densitometrie der großen Gefäße
1-279.5,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Diagnostische Katheteruntersuchung an Herz und Kreislauf: Andere diagnostische Katheteruntersuchung an Herz und Gefäßen: Intrakardiale Kontraktionsanalyse
1-279.50,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Diagnostische Katheteruntersuchung an Herz und Kreislauf: Andere diagnostische Katheteruntersuchung an Herz und Gefäßen: Intrakardiale Kontraktionsanalyse: Im dreidimensionalen System
1-279.51,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Diagnostische Katheteruntersuchung an Herz und Kreislauf: Andere diagnostische Katheteruntersuchung an Herz und Gefäßen: Intrakardiale Kontraktionsanalyse: Mit einem Druck und Kontraktilität messenden Dopplerdraht (DPDT)
1-279.5x,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Diagnostische Katheteruntersuchung an Herz und Kreislauf: Andere diagnostische Katheteruntersuchung an Herz und Gefäßen: Intrakardiale Kontraktionsanalyse: Sonstige
1-279.6,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Diagnostische Katheteruntersuchung an Herz und Kreislauf: Andere diagnostische Katheteruntersuchung an Herz und Gefäßen: Sondierung des Ductus arteriosus Botalli
1-279.7,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Diagnostische Katheteruntersuchung an Herz und Kreislauf: Andere diagnostische Katheteruntersuchung an Herz und Gefäßen: Sondierung eines operativ angelegten Shuntes
1-279.8,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Diagnostische Katheteruntersuchung an Herz und Kreislauf: Andere diagnostische Katheteruntersuchung an Herz und Gefäßen: Sondierung von Kollateralgefäßen
1-279.9,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Diagnostische Katheteruntersuchung an Herz und Kreislauf: Andere diagnostische Katheteruntersuchung an Herz und Gefäßen: Angioskopie
1-279.a,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Diagnostische Katheteruntersuchung an Herz und Kreislauf: Andere diagnostische Katheteruntersuchung an Herz und Gefäßen: Koronarangiographie mit Bestimmung der intrakoronaren Druckverhältnisse durch Druckdrahtmessung
1-279.b,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Diagnostische Katheteruntersuchung an Herz und Kreislauf: Andere diagnostische Katheteruntersuchung an Herz und Gefäßen: Messung des Lebervenenverschlussdruckes
1-279.x,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Diagnostische Katheteruntersuchung an Herz und Kreislauf: Andere diagnostische Katheteruntersuchung an Herz und Gefäßen: Sonstige
1-279.y,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Diagnostische Katheteruntersuchung an Herz und Kreislauf: Andere diagnostische Katheteruntersuchung an Herz und Gefäßen: Nicht näher bezeichnet
1-31,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Funktionsuntersuchungen des Verdauungstraktes
1-313,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Funktionsuntersuchungen des Verdauungstraktes: Ösophagusmanometrie
1-313.0,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Funktionsuntersuchungen des Verdauungstraktes: Ösophagusmanometrie: Durchzugsmanometrie
1-313.1,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Funktionsuntersuchungen des Verdauungstraktes: Ösophagusmanometrie: Hochauflösende Manometrie
1-313.2,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Funktionsuntersuchungen des Verdauungstraktes: Ösophagusmanometrie: Impedanz-Planimetrie
1-313.x,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Funktionsuntersuchungen des Verdauungstraktes: Ösophagusmanometrie: Sonstige
1-314,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Funktionsuntersuchungen des Verdauungstraktes: Manometrie der Gallen- und Pankreasgänge
1-315,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Funktionsuntersuchungen des Verdauungstraktes: Anorektale Manometrie
1-316,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Funktionsuntersuchungen des Verdauungstraktes: pH-Metrie des Ösophagus
1-316.0,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Funktionsuntersuchungen des Verdauungstraktes: pH-Metrie des Ösophagus: Einfach
1-316.1,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Funktionsuntersuchungen des Verdauungstraktes: pH-Metrie des Ösophagus: Langzeit-pH-Metrie
1-316.10,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Funktionsuntersuchungen des Verdauungstraktes: pH-Metrie des Ösophagus: Langzeit-pH-Metrie: Ohne Langzeit-Impedanzmessung
1-316.11,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Funktionsuntersuchungen des Verdauungstraktes: pH-Metrie des Ösophagus: Langzeit-pH-Metrie: Mit Langzeit-Impedanzmessung
1-316.x,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Funktionsuntersuchungen des Verdauungstraktes: pH-Metrie des Ösophagus: Sonstige
1-316.y,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Funktionsuntersuchungen des Verdauungstraktes: pH-Metrie des Ösophagus: Nicht näher bezeichnet
1-317,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Funktionsuntersuchungen des Verdauungstraktes: pH-Metrie des Magens
1-317.0,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Funktionsuntersuchungen des Verdauungstraktes: pH-Metrie des Magens: Einfach
1-317.1,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Funktionsuntersuchungen des Verdauungstraktes: pH-Metrie des Magens: Langzeit-pH-Metrie
1-317.x,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Funktionsuntersuchungen des Verdauungstraktes: pH-Metrie des Magens: Sonstige
1-317.y,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Funktionsuntersuchungen des Verdauungstraktes: pH-Metrie des Magens: Nicht näher bezeichnet
1-318,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Funktionsuntersuchungen des Verdauungstraktes: Dünndarmmanometrie
1-319,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Funktionsuntersuchungen des Verdauungstraktes: Dickdarmmanometrie
1-33,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Untersuchung des Harntraktes
1-334,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Untersuchung des Harntraktes: Urodynamische Untersuchung
1-334.0,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Untersuchung des Harntraktes: Urodynamische Untersuchung: Urodynamische Untersuchung mit gleichzeitiger Anwendung elektrophysiologischer Methoden
1-334.1,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Untersuchung des Harntraktes: Urodynamische Untersuchung: Blasendruckmessung
1-334.2,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Untersuchung des Harntraktes: Urodynamische Untersuchung: Video-Urodynamik
1-334.x,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Untersuchung des Harntraktes: Urodynamische Untersuchung: Sonstige
1-334.y,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Untersuchung des Harntraktes: Urodynamische Untersuchung: Nicht näher bezeichnet
1-335,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Untersuchung des Harntraktes: Messung des Urethradruckprofils
1-336,diagnostische massnahmen: Untersuchung einzelner Körpersysteme: Untersuchung des Harntraktes: Harnröhrenkalibrierung
1-40...1-49,diagnostische massnahmen: Biopsie ohne Inzision
1-40,diagnostische massnahmen: Biopsie ohne Inzision: Biopsie ohne Inzision an Nervensystem und endokrinen Organen
1-401,diagnostische massnahmen: Biopsie ohne Inzision: Biopsie ohne Inzision an Nervensystem und endokrinen Organen: Perkutane Biopsie an intrakraniellem Gewebe mit Steuerung durch bildgebende Verfahren
1-401.0,diagnostische massnahmen: Biopsie ohne Inzision: Biopsie ohne Inzision an Nervensystem und endokrinen Organen: Perkutane Biopsie an intrakraniellem Gewebe mit Steuerung durch bildgebende Verfahren: Großhirn
1-401.1,diagnostische massnahmen: Biopsie ohne Inzision: Biopsie ohne Inzision an Nervensystem und endokrinen Organen: Perkutane Biopsie an intrakraniellem Gewebe mit Steuerung durch bildgebende Verfahren: Stammganglien
1-401.2,diagnostische massnahmen: Biopsie ohne Inzision: Biopsie ohne Inzision an Nervensystem und endokrinen Organen: Perkutane Biopsie an intrakraniellem Gewebe mit Steuerung durch bildgebende Verfahren: Hirnstamm
1-401.3,diagnostische massnahmen: Biopsie ohne Inzision: Biopsie ohne Inzision an Nervensystem und endokrinen Organen: Perkutane Biopsie an intrakraniellem Gewebe mit Steuerung durch bildgebende Verfahren: Kleinhirn
1-401.4,"diagnostische massnahmen: Biopsie ohne Inzision: Biopsie ohne Inzision an Nervensystem und endokrinen Organen: Perkutane Biopsie an intrakraniellem Gewebe mit Steuerung durch bildgebende Verfahren: Hirnnerven und Ganglien, intrakraniell"
1-401.5,diagnostische massnahmen: Biopsie ohne Inzision: Biopsie ohne Inzision an Nervensystem und endokrinen Organen: Perkutane Biopsie an intrakraniellem Gewebe mit Steuerung durch bildgebende Verfahren: Hirnhäute
1-401.x,diagnostische massnahmen: Biopsie ohne Inzision: Biopsie ohne Inzision an Nervensystem und endokrinen Organen: Perkutane Biopsie an intrakraniellem Gewebe mit Steuerung durch bildgebende Verfahren: Sonstige
1-401.y,diagnostische massnahmen: Biopsie ohne Inzision: Biopsie ohne Inzision an Nervensystem und endokrinen Organen: Perkutane Biopsie an intrakraniellem Gewebe mit Steuerung durch bildgebende Verfahren: Nicht näher bezeichnet
1-404,diagnostische massnahmen: Biopsie ohne Inzision: Biopsie ohne Inzision an Nervensystem und endokrinen Organen: Perkutane (Nadel-)Biopsie an intraspinalem Gewebe
1-404.0,diagnostische massnahmen: Biopsie ohne Inzision: Biopsie ohne Inzision an Nervensystem und endokrinen Organen: Perkutane (Nadel-)Biopsie an intraspinalem Gewebe: Rückenmark
1-404.1,"diagnostische massnahmen: Biopsie ohne Inzision: Biopsie ohne Inzision an Nervensystem und endokrinen Organen: Perkutane (Nadel-)Biopsie an intraspinalem Gewebe: Rückenmarknerven und Spinalganglien, intraspinal"
